time_banding,Observed,Pr,Expected,chi-sq contribution
10,82,0.1111111111111111,108.66666666666666,6.543967280163596
20,116,0.1111111111111111,108.66666666666666,0.4948875255623735
30,108,0.1111111111111111,108.66666666666666,0.004089979550102134
40,98,0.1111111111111111,108.66666666666666,1.047034764826174
50,95,0.1111111111111111,108.66666666666666,1.7188139059304681
60,112,0.1111111111111111,108.66666666666666,0.10224948875255684
70,133,0.1111111111111111,108.66666666666666,5.448875255623726
80,119,0.1111111111111111,108.66666666666666,0.9826175869120674
90,115,0.1111111111111111,108.66666666666666,0.36912065439672914
