SEASON,MATCHID,GAMEWEEK,RESULT,HODDS
2018.19,1043,105,A,2.85
2018.19,1044,105,H,1.48
2018.19,1045,105,H,1.56
2018.19,1046,105,H,2.2
2018.19,1047,105,H,2.65
2018.19,1048,105,A,6.75
2018.19,1049,105,D,6.2
2018.19,1050,105,A,1.91
2018.19,1051,106,H,3.25
2018.19,1052,106,A,3.25
2018.19,1053,106,H,1.57
2018.19,1054,106,H,2.8
2018.19,1055,106,H,4.5
2018.19,1056,106,H,1.11
2018.19,1057,106,H,1.17
2018.19,1058,106,D,1.54
2018.19,1059,106,H,2.4
2018.19,1060,106,D,2.1
2018.19,1061,107,A,3.05
2018.19,1062,107,H,1.59
2018.19,1063,107,A,3.9
2018.19,1064,107,H,4.3
2018.19,1065,107,A,19.5
2018.19,1066,107,A,2.55
2018.19,1067,107,H,3.15
2018.19,1068,107,H,1.51
2018.19,1069,107,H,1.8
2018.19,1070,107,H,1.44
2018.19,1071,108,A,2.55
2018.19,1072,108,A,9.25
2018.19,1073,108,H,1.59
2018.19,1074,108,H,1.39
2018.19,1075,108,H,1.77
2018.19,1076,108,H,4
2018.19,1077,108,H,1.3
2018.19,1078,108,H,1.5
2018.19,1079,108,H,1.07
2018.19,1080,108,A,9
2018.19,1081,109,A,2.1
2018.19,1082,109,A,5.55
2018.19,1083,109,A,2.55
2018.19,1084,109,H,3.05
2018.19,1085,109,H,1.28
2018.19,1086,109,A,1.69
2018.19,1087,109,H,1.24
2018.19,1088,109,A,2.25
2018.19,1089,109,H,1.87
2018.19,1090,109,H,4.85
2018.19,1091,110,H,2.6
2018.19,1092,110,H,1.42
2018.19,1093,110,A,10
2018.19,1094,110,H,1.77
2018.19,1095,110,A,3.35
2018.19,1096,110,A,1.95
2018.19,1097,110,H,1.25
2018.19,1098,110,A,1.69
2018.19,1099,110,A,4.1
2018.19,1100,110,D,3.1
2018.19,1101,111,D,1.77
2018.19,1102,111,H,2.5
2018.19,1103,111,H,3.15
2018.19,1104,111,A,1.48
2018.19,1105,111,A,15.5
2018.19,1106,111,D,1.23
2018.19,1107,111,D,2.3
2018.19,1108,111,H,1.29
2018.19,1109,111,H,2.85
2018.19,1110,111,A,6.75
2018.19,1111,112,H,1.07
2018.19,1112,112,A,1.42
2018.19,1113,112,D,2.75
2018.19,1114,112,H,2.4
2018.19,1115,112,D,1.95
2018.19,1116,112,A,2.65
2018.19,1117,112,D,2.25
2018.19,1118,112,H,2.7
2018.19,1119,112,A,17.5
2018.19,1120,112,D,2.65
2018.19,1121,113,H,1.69
2018.19,1122,113,H,5.5
2018.19,1123,113,H,2.3
2018.19,1124,113,H,1.5
2018.19,1125,113,A,2.55
2018.19,1126,113,A,9
2018.19,1127,113,H,1.3
2018.19,1128,113,D,10.75
2018.19,1129,113,D,1.29
2018.19,1130,113,H,1.19
2018.19,1131,114,A,15.25
2018.19,1132,114,A,3.15
2018.19,1133,114,H,1.87
2018.19,1134,114,A,2.6
2018.19,1135,114,D,2.45
2018.19,1136,114,H,1.32
2018.19,1137,114,A,1.28
2018.19,1138,114,D,1.41
2018.19,1139,114,D,2.1
2018.19,1140,114,A,2.2
